---, 0, 0, 1f:0e:12:df:e4:32, , -93, 
19/07/2026 18:15:03, -15826397, -47987174, c0:0d:7a:9f:f8:14, , -92, 
---, 0, 0, 27:21:a8:9d:d7:be, , -88, 
---, 0, 0, 39:93:63:32:33:fd, , -89, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -77, 
---, 0, 0, 07:a3:7f:7e:1a:03, , -90, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -86, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -92, 
19/07/2026 18:15:21, -15826392, -47987179, ef:d6:e9:45:be:57, , -91, 
19/07/2026 18:15:22, -15826391, -47987177, cb:28:15:79:72:90, Amazfit GTR 2, -95, 
19/07/2026 18:15:23, -15826390, -47987174, c0:0d:7a:9f:f8:14, , -92, 
19/07/2026 18:15:24, -15826389, -47987173, 66:f4:6e:c0:f6:f6, , -92, 11
19/07/2026 18:15:26, -15826390, -47987166, d4:b8:a3:d2:f1:7c, , -95, 
19/07/2026 18:15:28, -15826389, -47987165, 21:4a:53:57:a0:28, , -102, 
19/07/2026 18:15:33, -15826389, -47987163, c4:ac:60:e1:80:03, , -95, 
19/07/2026 18:15:38, -15826389, -47987160, 6a:18:d3:d5:d3:a1, , -98, 
19/07/2026 18:15:40, -15826389, -47987158, 71:5a:e2:95:c3:84, , -93, 
19/07/2026 18:15:50, -15826390, -47987167, 28:4e:ba:b5:cd:5d, , -85, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -90, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -77, 
---, 0, 0, 28:4e:ba:b5:cd:5d, , -88, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -90, 11
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -76, 
19/07/2026 18:15:59, -15826388, -47987178, c0:0d:7a:9f:f8:14, , -91, 
19/07/2026 18:15:59, -15826388, -47987178, 1b:55:30:8c:7d:2f, , -87, 
19/07/2026 18:15:59, -15826388, -47987178, 68:2f:0b:5a:d0:ec, , -96, 12
19/07/2026 18:15:59, -15826388, -47987178, ef:d6:e9:45:be:57, , -93, 
19/07/2026 18:16:02, -15826389, -47987181, d4:b8:a3:d2:f1:7c, , -95, 
19/07/2026 18:16:14, -15826391, -47987167, 21:4a:53:57:a0:28, , -97, 
19/07/2026 18:16:19, -15826391, -47987161, 18:1e:6a:80:ed:0f, , -93, 
19/07/2026 18:16:25, -15826391, -47987171, 45:d9:a9:01:91:62, , -98, 
---, 0, 0, d4:b8:a3:d2:f1:7c, , -92, 
---, 0, 0, 28:4e:ba:b5:cd:5d, , -100, 
---, 0, 0, 1b:55:30:8c:7d:2f, , -95, 
---, 0, 0, 22:04:c5:e8:f4:a7, , -96, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -77, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -88, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -76, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -91, 
19/07/2026 18:16:37, -15826390, -47987174, c0:0d:7a:9f:f8:14, , -94, 
19/07/2026 18:16:39, -15826389, -47987171, 18:1e:6a:80:ed:0f, , -101, 
19/07/2026 18:16:42, -15826387, -47987160, ef:d6:e9:45:be:57, , -94, 
19/07/2026 18:16:45, -15826387, -47987160, 0c:47:de:43:b6:ab, , -84, 
19/07/2026 18:16:45, -15826387, -47987160, 20:a0:7d:97:70:63, , -88, 
19/07/2026 18:16:52, -15826392, -47987165, 40:51:ed:34:43:f4, , -87, 11
19/07/2026 18:16:55, -15826387, -47987156, ec:54:f0:0f:7e:6d, , -88, 
---, 0, 0, 0c:47:de:43:b6:ab, , -82, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -76, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -96, 11
---, 0, 0, 40:51:ed:34:43:f4, , -83, 11
---, 0, 0, 20:a0:7d:97:70:63, , -82, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -92, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -67, 
19/07/2026 18:17:16, -15826368, -47987141, c0:0d:7a:9f:f8:14, , -89, 
19/07/2026 18:17:16, -15826368, -47987141, 22:04:c5:e8:f4:a7, , -84, 
19/07/2026 18:17:16, -15826368, -47987141, ec:54:f0:0f:7e:6d, , -84, 
19/07/2026 18:17:16, -15826368, -47987141, cd:bf:2e:a8:90:4b, , -93, 
19/07/2026 18:17:16, -15826368, -47987141, 18:1e:6a:80:ed:0f, , -91, 
19/07/2026 18:17:16, -15826368, -47987141, d4:b8:a3:d2:f1:7c, , -94, 
19/07/2026 18:17:17, -15826365, -47987139, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 18:17:17, -15826365, -47987139, 21:4a:53:57:a0:28, , -97, 
---, 0, 0, 40:51:ed:34:43:f4, , -82, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -77, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -92, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -76, 
---, 0, 0, 0c:47:de:43:b6:ab, , -90, 
---, 0, 0, 22:04:c5:e8:f4:a7, , -85, 
---, 0, 0, 20:a0:7d:97:70:63, , -89, 
---, 0, 0, c0:0d:7a:9f:f8:14, , -91, 
19/07/2026 18:17:54, -15826360, -47987185, ec:54:f0:0f:7e:6d, , -80, 
19/07/2026 18:17:54, -15826360, -47987185, cd:bf:2e:a8:90:4b, , -84, 
19/07/2026 18:17:54, -15826360, -47987185, 66:f4:6e:c0:f6:f6, , -93, 11
19/07/2026 18:17:54, -15826360, -47987185, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
19/07/2026 18:17:55, -15826363, -47987187, 18:1e:6a:80:ed:0f, , -92, 
19/07/2026 18:17:57, -15826360, -47987187, 70:a9:df:88:21:a4, , -89, 
19/07/2026 18:17:59, -15826360, -47987190, 5f:b6:6b:ee:e1:58, , -92, 
19/07/2026 18:17:59, -15826360, -47987190, 1c:48:31:35:63:c3, , -81, 
19/07/2026 18:17:59, -15826360, -47987190, 22:37:66:c7:49:81, , -81, 
19/07/2026 18:17:59, -15826360, -47987190, 2a:fd:ce:cd:6f:c7, , -81, 
19/07/2026 18:18:02, -15826352, -47987179, d4:b8:a3:d2:f1:7c, , -96, 
19/07/2026 18:18:02, -15826352, -47987179, 22:5b:4b:aa:c6:9d, , -87, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -89, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -75, 
---, 0, 0, 22:5b:4b:aa:c6:9d, , -84, 
---, 0, 0, 22:37:66:c7:49:81, , -85, 
---, 0, 0, 2a:fd:ce:cd:6f:c7, , -84, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -87, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
---, 0, 0, 40:51:ed:34:43:f4, , -91, 11
---, 0, 0, c0:0d:7a:9f:f8:14, , -88, 
19/07/2026 18:18:32, -15826366, -47987158, ec:54:f0:0f:7e:6d, , -85, 
19/07/2026 18:18:32, -15826366, -47987158, cb:28:15:79:72:90, Amazfit GTR 2, -87, 
19/07/2026 18:18:32, -15826366, -47987158, 18:1e:6a:80:ed:0f, , -99, 
19/07/2026 18:18:34, -15826369, -47987153, cd:bf:2e:a8:90:4b, , -94, 
19/07/2026 18:18:34, -15826369, -47987153, d4:b8:a3:d2:f1:7c, , -93, 
19/07/2026 18:18:40, -15826368, -47987144, 31:19:a5:ac:e7:fc, , -101, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -79, 
---, 0, 0, 22:5b:4b:aa:c6:9d, , -88, 
---, 0, 0, 2a:fd:ce:cd:6f:c7, , -88, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -79, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -86, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -94, 11
---, 0, 0, 22:37:66:c7:49:81, , -89, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
19/07/2026 18:19:11, -15826378, -47987150, 40:51:ed:34:43:f4, , -88, 11
19/07/2026 18:19:11, -15826378, -47987150, 18:1e:6a:80:ed:0f, , -98, 
19/07/2026 18:19:11, -15826378, -47987150, d4:b8:a3:d2:f1:7c, , -100, 
19/07/2026 18:19:12, -15826379, -47987151, c0:0d:7a:9f:f8:14, , -89, 
19/07/2026 18:19:14, -15826380, -47987150, cd:bf:2e:a8:90:4b, , -88, 
19/07/2026 18:19:16, -15826374, -47987148, ec:54:f0:0f:7e:6d, , -91, 
19/07/2026 18:19:20, -15826370, -47987146, 31:19:a5:ac:e7:fc, , -96, 
19/07/2026 18:19:36, -15826370, -47987155, 79:09:d1:5a:dc:27, , -97, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -81, 
---, 0, 0, 1e:53:b1:26:b2:2f, , -91, 
---, 0, 0, 2a:7b:92:f5:ac:7c, , -91, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -95, 11
---, 0, 0, 39:3b:53:9f:b8:81, , -87, 
---, 0, 0, 40:51:ed:34:43:f4, , -86, 11
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
---, 0, 0, cd:bf:2e:a8:90:4b, , -88, 
19/07/2026 18:19:49, -15826375, -47987169, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -74, 
19/07/2026 18:19:49, -15826375, -47987169, 18:1e:6a:80:ed:0f, , -97, 
19/07/2026 18:19:50, -15826373, -47987169, d4:b8:a3:d2:f1:7c, , -95, 
19/07/2026 18:19:51, -15826376, -47987171, ec:54:f0:0f:7e:6d, , -83, 
19/07/2026 18:19:52, -15826378, -47987172, c0:0d:7a:9f:f8:14, , -96, 
19/07/2026 18:20:04, -15826383, -47987150, 31:19:a5:ac:e7:fc, , -100, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -84, 
---, 0, 0, 1e:53:b1:26:b2:2f, , -90, 
---, 0, 0, 2a:7b:92:f5:ac:7c, , -90, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
---, 0, 0, 40:51:ed:34:43:f4, , -88, 11
---, 0, 0, 39:3b:53:9f:b8:81, , -91, 
---, 0, 0, 18:1e:6a:80:ed:0f, , -97, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -92, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -71, 
---, 0, 0, c0:0d:7a:9f:f8:14, , -98, 
19/07/2026 18:20:27, -15826383, -47987153, 31:19:a5:ac:e7:fc, , -98, 
19/07/2026 18:20:28, -15826381, -47987152, cd:bf:2e:a8:90:4b, , -88, 
19/07/2026 18:20:28, -15826381, -47987152, d4:b8:a3:d2:f1:7c, , -94, 
19/07/2026 18:20:31, -15826377, -47987148, ec:54:f0:0f:7e:6d, , -94, 
19/07/2026 18:20:54, -15826366, -47987149, 65:1e:fa:38:9e:fa, , -90, 11
---, 0, 0, 65:1e:fa:38:9e:fa, , -90, 11
---, 0, 0, 40:51:ed:34:43:f4, , -88, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -80, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
---, 0, 0, 39:3b:53:9f:b8:81, , -91, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, 1e:53:b1:26:b2:2f, , -79, 
---, 0, 0, 2a:7b:92:f5:ac:7c, , -81, 
---, 0, 0, 0e:d0:41:1b:e7:0c, , -80, 
---, 0, 0, c0:0d:7a:9f:f8:14, , -87, 
---, 0, 0, 18:1e:6a:80:ed:0f, , -94, 
19/07/2026 18:21:05, -15826371, -47987159, ec:54:f0:0f:7e:6d, , -90, 
19/07/2026 18:21:08, -15826369, -47987157, 2e:f5:58:9c:f0:19, , -80, 
19/07/2026 18:21:08, -15826369, -47987157, 1e:ed:56:8a:9f:bc, , -88, 
19/07/2026 18:21:11, -15826373, -47987159, d4:b8:a3:d2:f1:7c, , -95, 
19/07/2026 18:21:14, -15826379, -47987160, cd:bf:2e:a8:90:4b, , -86, 
19/07/2026 18:21:15, -15826387, -47987163, 31:19:a5:ac:e7:fc, , -101, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -87, 11
---, 0, 0, 65:1e:fa:38:9e:fa, , -90, 11
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
---, 0, 0, 2e:f5:58:9c:f0:19, , -83, 
---, 0, 0, 1e:ed:56:8a:9f:bc, , -83, 
---, 0, 0, 0b:d8:41:44:c3:74, , -82, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -76, 
---, 0, 0, cd:bf:2e:a8:90:4b, , -96, 
---, 0, 0, 0e:d0:41:1b:e7:0c, , -82, 
---, 0, 0, c0:0d:7a:9f:f8:14, , -92, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
19/07/2026 18:22:34, -15826390, -47987131, 72:ca:d8:f4:84:8d, , -99, 12
19/07/2026 18:22:34, -15826390, -47987131, ec:54:f0:0f:7e:6d, , -87, 
19/07/2026 18:22:34, -15826390, -47987131, 74:c8:93:89:54:2c, , -95, 12
19/07/2026 18:22:34, -15826390, -47987131, c6:26:06:31:13:31, , -98, 
19/07/2026 18:22:37, -15826389, -47987134, 31:19:a5:ac:e7:fc, , -95, 
19/07/2026 18:22:44, -15826389, -47987137, 15:a6:c6:02:f8:2f, , -94, 
19/07/2026 18:22:45, -15826389, -47987137, 7e:2e:a9:75:86:72, , -96, 
19/07/2026 18:22:52, -15826385, -47987141, d4:b8:a3:d2:f1:7c, , -97, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -79, 
---, 0, 0, ec:54:f0:0f:7e:6d, , -92, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -90, 11
---, 0, 0, 0b:d8:41:44:c3:74, , -84, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -74, 
---, 0, 0, 2e:f5:58:9c:f0:19, , -84, 
19/07/2026 18:23:06, -15826381, -47987140, 1e:ed:56:8a:9f:bc, , -83, 
19/07/2026 18:23:06, -15826381, -47987140, 0e:d0:41:1b:e7:0c, , -83, 
19/07/2026 18:23:06, -15826381, -47987140, 15:a6:c6:02:f8:2f, , -96, 
19/07/2026 18:23:06, -15826381, -47987140, 4d:1c:5d:7f:0b:60, , -91, 11
19/07/2026 18:23:06, -15826381, -47987140, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
19/07/2026 18:23:07, -15826380, -47987141, cd:bf:2e:a8:90:4b, , -96, 
19/07/2026 18:23:07, -15826380, -47987141, c0:0d:7a:9f:f8:14, , -97, 
19/07/2026 18:23:07, -15826380, -47987141, d4:b8:a3:d2:f1:7c, , -89, 
19/07/2026 18:23:09, -15826379, -47987142, 31:19:a5:ac:e7:fc, , -101, 
19/07/2026 18:23:15, -15826378, -47987143, 72:ca:d8:f4:84:8d, , -97, 12
19/07/2026 18:23:20, -15826375, -47987146, 75:4d:1e:e4:bc:6e, , -91, 
19/07/2026 18:23:23, -15826377, -47987147, c6:26:06:31:13:31, , -100, 
19/07/2026 18:23:31, -15826376, -47987148, 54:0f:71:a7:1e:59, , -100, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -80, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -77, 
---, 0, 0, 0b:d8:41:44:c3:74, , -83, 
---, 0, 0, f5:a9:f4:cf:84:ef, , -97, 
---, 0, 0, 74:6a:c3:c3:4c:5f, , -91, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -84, 11
---, 0, 0, 2e:f5:58:9c:f0:19, , -89, 
---, 0, 0, 1e:ed:56:8a:9f:bc, , -89, 
---, 0, 0, 31:19:a5:ac:e7:fc, , -99, 
19/07/2026 18:23:39, -15826373, -47987154, cb:28:15:79:72:90, Amazfit GTR 2, -95, 
19/07/2026 18:23:39, -15826373, -47987154, 65:1e:fa:38:9e:fa, , -94, 11
19/07/2026 18:23:39, -15826373, -47987154, cd:bf:2e:a8:90:4b, , -92, 
19/07/2026 18:23:39, -15826373, -47987154, ec:54:f0:0f:7e:6d, , -95, 
19/07/2026 18:23:40, -15826373, -47987158, 15:a6:c6:02:f8:2f, , -98, 
19/07/2026 18:23:45, -15826372, -47987160, c6:26:06:31:13:31, , -99, 
19/07/2026 18:23:47, -15826371, -47987165, 72:ca:d8:f4:84:8d, , -100, 12
19/07/2026 18:23:47, -15826371, -47987165, c0:0d:7a:9f:f8:14, , -95, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -92, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -84, 
---, 0, 0, 2e:f5:58:9c:f0:19, , -88, 
---, 0, 0, 1e:ed:56:8a:9f:bc, , -89, 
---, 0, 0, 0b:d8:41:44:c3:74, , -84, 
19/07/2026 18:24:11, -15826381, -47987175, cb:28:15:79:72:90, Amazfit GTR 2, -91, 
19/07/2026 18:24:11, -15826381, -47987175, cd:bf:2e:a8:90:4b, , -93, 
19/07/2026 18:24:11, -15826381, -47987175, 20:ba:6e:50:66:eb, , -99, 
19/07/2026 18:24:11, -15826381, -47987175, c0:0d:7a:9f:f8:14, , -86, 
19/07/2026 18:24:11, -15826381, -47987175, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -74, 
19/07/2026 18:24:11, -15826381, -47987175, 65:1e:fa:38:9e:fa, , -88, 11
19/07/2026 18:24:11, -15826381, -47987175, 31:19:a5:ac:e7:fc, , -103, 
19/07/2026 18:24:12, -15826382, -47987173, 36:f6:55:93:fa:26, , -85, 
19/07/2026 18:24:15, -15826381, -47987173, ec:54:f0:0f:7e:6d, , -90, 
19/07/2026 18:24:17, -15826381, -47987175, f5:a9:f4:cf:84:ef, , -94, 
19/07/2026 18:24:24, -15826380, -47987185, 72:ca:d8:f4:84:8d, , -100, 12
19/07/2026 18:24:27, -15826381, -47987187, c6:26:06:31:13:31, , -97, 
19/07/2026 18:24:32, -15826386, -47987194, fc:67:1f:69:07:9f, TY, -89, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -88, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -76, 
---, 0, 0, 0b:d8:41:44:c3:74, , -95, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -91, 
---, 0, 0, 20:ba:6e:50:66:eb, , -91, 
---, 0, 0, cd:bf:2e:a8:90:4b, , -86, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, ec:54:f0:0f:7e:6d, , -88, 
19/07/2026 18:24:44, -15826399, -47987189, 36:f6:55:93:fa:26, , -90, 
19/07/2026 18:24:44, -15826399, -47987189, c0:0d:7a:9f:f8:14, , -88, 
19/07/2026 18:24:44, -15826399, -47987189, c6:26:06:31:13:31, , -95, 
19/07/2026 18:24:44, -15826399, -47987189, f5:a9:f4:cf:84:ef, , -96, 
19/07/2026 18:24:44, -15826399, -47987189, 65:1e:fa:38:9e:fa, , -88, 11
19/07/2026 18:24:45, -15826399, -47987190, 72:ca:d8:f4:84:8d, , -96, 12
19/07/2026 18:24:53, -15826399, -47987209, 77:9c:1e:8d:35:ca, , -100, 12
19/07/2026 18:25:04, -15826402, -47987208, 31:19:a5:ac:e7:fc, , -101, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -75, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -87, 
---, 0, 0, 0b:d8:41:44:c3:74, , -91, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -90, 11
---, 0, 0, cd:bf:2e:a8:90:4b, , -97, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -73, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -91, 11
---, 0, 0, c0:0d:7a:9f:f8:14, , -97, 
---, 0, 0, 77:9c:1e:8d:35:ca, , -96, 12
---, 0, 0, 36:f6:55:93:fa:26, , -92, 
19/07/2026 18:25:16, -15826398, -47987210, f5:a9:f4:cf:84:ef, , -95, 
19/07/2026 18:25:17, -15826399, -47987209, 20:ba:6e:50:66:eb, , -91, 
19/07/2026 18:25:18, -15826399, -47987208, c6:26:06:31:13:31, , -99, 
19/07/2026 18:25:19, -15826398, -47987208, ec:54:f0:0f:7e:6d, , -86, 
19/07/2026 18:25:39, -15826393, -47987210, 05:39:89:f0:04:7a, , -92, 
19/07/2026 18:25:39, -15826393, -47987210, 6f:13:fb:cf:21:a0, , -94, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -76, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -73, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -84, 11
---, 0, 0, 05:39:89:f0:04:7a, , -96, 
---, 0, 0, c0:0d:7a:9f:f8:14, , -89, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
---, 0, 0, 0b:d8:41:44:c3:74, , -90, 
---, 0, 0, 20:ba:6e:50:66:eb, , -86, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -100, 11
---, 0, 0, 36:f6:55:93:fa:26, , -86, 
---, 0, 0, c6:26:06:31:13:31, , -100, 
---, 0, 0, 77:9c:1e:8d:35:ca, , -105, 12
19/07/2026 18:25:49, -15826390, -47987214, cd:bf:2e:a8:90:4b, , -95, 
19/07/2026 18:25:50, -15826391, -47987216, 33:93:b4:64:65:5f, , -89, 
19/07/2026 18:25:50, -15826391, -47987216, 7e:44:b7:88:26:46, , -102, 12
19/07/2026 18:25:51, -15826391, -47987215, 00:2b:9d:d8:fd:30, , -96, 
19/07/2026 18:25:51, -15826391, -47987215, ec:54:f0:0f:7e:6d, , -86, 
19/07/2026 18:26:00, -15826391, -47987213, f5:a9:f4:cf:84:ef, , -96, 
---, 0, 0, 05:39:89:f0:04:7a, , -80, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -76, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
---, 0, 0, 00:2b:9d:d8:fd:30, , -91, 
---, 0, 0, 0b:d8:41:44:c3:74, , -86, 
---, 0, 0, 33:93:b4:64:65:5f, , -86, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -79, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -92, 11
---, 0, 0, 4d:1c:5d:7f:0b:60, , -87, 11
19/07/2026 18:26:21, -15826381, -47987210, ec:54:f0:0f:7e:6d, , -88, 
19/07/2026 18:26:23, -15826384, -47987208, cd:bf:2e:a8:90:4b, , -87, 
19/07/2026 18:26:23, -15826384, -47987208, c0:0d:7a:9f:f8:14, , -90, 
19/07/2026 18:26:24, -15826383, -47987208, f5:a9:f4:cf:84:ef, , -92, 
19/07/2026 18:26:27, -15826381, -47987204, 77:9c:1e:8d:35:ca, , -99, 12
19/07/2026 18:26:31, -15826379, -47987202, c6:26:06:31:13:31, , -100, 
19/07/2026 18:26:33, -15826377, -47987202, 57:48:f8:45:47:fd, , -93, 12
19/07/2026 18:26:37, -15826372, -47987197, 54:0f:71:a7:1e:59, , -91, 11
19/07/2026 18:26:40, -15826375, -47987197, 5d:e9:33:e7:fe:8e, , -95, 19
---, 0, 0, 05:39:89:f0:04:7a, , -86, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -75, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -95, 11
---, 0, 0, 00:2b:9d:d8:fd:30, , -89, 
---, 0, 0, 0b:d8:41:44:c3:74, , -91, 
---, 0, 0, 33:93:b4:64:65:5f, , -86, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -92, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
19/07/2026 18:26:54, -15826378, -47987190, ec:54:f0:0f:7e:6d, , -87, 
19/07/2026 18:26:54, -15826378, -47987190, c0:0d:7a:9f:f8:14, , -93, 
19/07/2026 18:26:55, -15826378, -47987189, 57:48:f8:45:47:fd, , -85, 12
19/07/2026 18:26:57, -15826377, -47987190, cd:bf:2e:a8:90:4b, , -86, 
19/07/2026 18:27:00, -15826377, -47987191, f5:a9:f4:cf:84:ef, , -98, 
19/07/2026 18:27:04, -15826376, -47987190, 77:9c:1e:8d:35:ca, , -97, 12
---, 0, 0, 05:39:89:f0:04:7a, , -82, 
---, 0, 0, 33:93:b4:64:65:5f, , -81, 
---, 0, 0, 00:2b:9d:d8:fd:30, , -88, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -88, 11
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -75, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -77, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
---, 0, 0, cd:bf:2e:a8:90:4b, , -92, 
19/07/2026 18:27:26, -15826379, -47987187, 4d:1c:5d:7f:0b:60, , -90, 11
19/07/2026 18:27:28, -15826370, -47987190, 0b:d8:41:44:c3:74, , -86, 
19/07/2026 18:27:28, -15826370, -47987190, 57:48:f8:45:47:fd, , -93, 12
19/07/2026 18:27:29, -15826367, -47987188, ec:54:f0:0f:7e:6d, , -83, 
19/07/2026 18:27:31, -15826366, -47987181, c0:0d:7a:9f:f8:14, , -90, 
19/07/2026 18:27:45, -15826382, -47987185, 77:9c:1e:8d:35:ca, , -99, 12
19/07/2026 18:27:47, -15826383, -47987183, 7b:83:37:6e:51:3c, Galaxy Watch4 (4N8D), -99, 
19/07/2026 18:27:54, -15826397, -47987171, f5:a9:f4:cf:84:ef, , -96, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -77, 
---, 0, 0, 33:93:b4:64:65:5f, , -88, 
---, 0, 0, 00:2b:9d:d8:fd:30, , -88, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
---, 0, 0, ec:54:f0:0f:7e:6d, , -91, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
---, 0, 0, 57:48:f8:45:47:fd, , -86, 12
---, 0, 0, c0:0d:7a:9f:f8:14, , -89, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -91, 11
19/07/2026 18:27:59, -15826402, -47987172, 05:39:89:f0:04:7a, , -91, 
19/07/2026 18:27:59, -15826402, -47987172, 4d:1c:5d:7f:0b:60, , -89, 11
19/07/2026 18:27:59, -15826402, -47987172, 61:10:06:7f:51:98, , -86, 
19/07/2026 18:28:00, -15826402, -47987170, 0b:d8:41:44:c3:74, , -99, 
19/07/2026 18:28:00, -15826402, -47987170, cd:bf:2e:a8:90:4b, , -87, 
19/07/2026 18:28:04, -15826401, -47987171, c6:8e:c3:e6:80:bd, , -96, 
19/07/2026 18:28:06, -15826399, -47987180, 31:19:a5:ac:e7:fc, , -103, 
19/07/2026 18:28:10, -15826400, -47987177, f5:a9:f4:cf:84:ef, , -98, 
19/07/2026 18:28:10, -15826400, -47987177, c6:26:06:31:13:31, , -102, 
19/07/2026 18:28:14, -15826403, -47987177, 7f:b1:3f:9b:ce:a8, 4, -96, 12
