---, 0, 0, 1f:0e:12:df:e4:32, , -93, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -90, 11
---, 0, 0, e5:f6:ed:61:fb:31, , -85, 
19/07/2026 18:54:49, -15826425, -47987177, 39:21:b6:bd:df:19, , -95, 
19/07/2026 18:54:49, -15826425, -47987177, d7:c7:f3:8a:f0:c5, , -98, 
19/07/2026 18:54:49, -15826425, -47987177, cb:28:15:79:72:90, Amazfit GTR 2, -98, 
19/07/2026 18:54:49, -15826425, -47987177, 20:4b:8a:f1:8f:ae, , -94, 
19/07/2026 18:54:53, -15826420, -47987174, 6b:c8:69:77:98:83, , -94, 11
19/07/2026 18:54:54, -15826418, -47987171, cd:57:9e:95:5d:dd, , -102, 
19/07/2026 18:54:54, -15826418, -47987171, d4:8d:7a:3e:84:c7, , -79, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -76, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -77, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -74, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -86, 
---, 0, 0, e5:f6:ed:61:fb:31, , -69, 
19/07/2026 18:55:22, -15826383, -47987200, 43:1c:fd:d4:3c:ea, , -70, 12
19/07/2026 18:55:22, -15826383, -47987200, d4:8d:7a:3e:84:c7, , -90, 
19/07/2026 18:55:25, -15826377, -47987203, 40:d3:b9:dc:8e:13, , -92, 12
19/07/2026 18:55:26, -15826375, -47987207, cd:57:9e:95:5d:dd, , -92, 
19/07/2026 18:55:26, -15826375, -47987207, 39:21:b6:bd:df:19, , -97, 
19/07/2026 18:55:32, -15826375, -47987200, da:e0:19:bb:99:c0, , -99, 
19/07/2026 18:55:32, -15826375, -47987200, 6b:c8:69:77:98:83, , -99, 11
19/07/2026 18:55:35, -15826379, -47987189, d7:c7:f3:8a:f0:c5, , -107, 
19/07/2026 18:55:38, -15826390, -47987172, 7d:3e:a2:9c:98:1d, , -96, 12
19/07/2026 18:55:42, -15826394, -47987163, 16:4e:3d:c6:ba:40, , -105, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -88, 11
---, 0, 0, da:e0:19:bb:99:c0, , -95, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -83, 
---, 0, 0, d7:c7:f3:8a:f0:c5, , -98, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -78, 12
---, 0, 0, d4:8d:7a:3e:84:c7, , -89, 
---, 0, 0, 6b:c8:69:77:98:83, , -93, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -69, 
19/07/2026 18:55:55, -15826407, -47987145, e5:f6:ed:61:fb:31, , -71, 
19/07/2026 18:55:56, -15826405, -47987146, cd:57:9e:95:5d:dd, , -103, 
19/07/2026 18:55:56, -15826405, -47987146, cb:28:15:79:72:90, Amazfit GTR 2, -93, 
19/07/2026 18:55:56, -15826405, -47987146, 16:4e:3d:c6:ba:40, , -100, 
19/07/2026 18:55:57, -15826403, -47987148, 39:21:b6:bd:df:19, , -95, 
19/07/2026 18:55:58, -15826399, -47987148, 40:d3:b9:dc:8e:13, , -95, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -83, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -84, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -73, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -72, 12
19/07/2026 18:56:27, -15826424, -47987113, e5:f6:ed:61:fb:31, , -76, 
19/07/2026 18:56:27, -15826424, -47987113, da:e0:19:bb:99:c0, , -96, 
19/07/2026 18:56:29, -15826422, -47987112, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
19/07/2026 18:56:31, -15826425, -47987109, 16:4e:3d:c6:ba:40, , -98, 
19/07/2026 18:56:32, -15826429, -47987104, cd:57:9e:95:5d:dd, , -92, 
19/07/2026 18:56:32, -15826429, -47987104, d4:8d:7a:3e:84:c7, , -83, 
19/07/2026 18:56:36, -15826415, -47987115, 40:d3:b9:dc:8e:13, , -89, 12
19/07/2026 18:56:41, -15826428, -47987126, d7:c7:f3:8a:f0:c5, , -97, 
19/07/2026 18:56:44, -15826443, -47987130, 6b:c8:69:77:98:83, , -93, 11
19/07/2026 18:56:45, -15826449, -47987127, 39:21:b6:bd:df:19, , -98, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -84, 
---, 0, 0, 40:d3:b9:dc:8e:13, , -100, 12
---, 0, 0, d4:8d:7a:3e:84:c7, , -84, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -85, 12
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -79, 11
19/07/2026 18:57:00, -15826439, -47987114, e5:f6:ed:61:fb:31, , -84, 
19/07/2026 18:57:00, -15826439, -47987114, da:e0:19:bb:99:c0, , -97, 
19/07/2026 18:57:00, -15826439, -47987114, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -71, 
19/07/2026 18:57:00, -15826439, -47987114, 6b:c8:69:77:98:83, , -95, 11
19/07/2026 18:57:00, -15826439, -47987114, cd:57:9e:95:5d:dd, , -94, 
19/07/2026 18:57:01, -15826418, -47987119, 16:4e:3d:c6:ba:40, , -97, 
19/07/2026 18:57:02, -15826404, -47987121, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 18:57:04, -15826386, -47987134, 7d:3e:a2:9c:98:1d, , -93, 12
19/07/2026 18:57:05, -15826376, -47987139, e0:c3:cb:31:c5:30, , -93, 
19/07/2026 18:57:06, -15826368, -47987144, 39:21:b6:bd:df:19, , -97, 
19/07/2026 18:57:13, -15826316, -47987180, 05:ba:43:50:cd:e4, , -94, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -80, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -78, 11
---, 0, 0, 43:1c:fd:d4:3c:ea, , -73, 12
---, 0, 0, e5:f6:ed:61:fb:31, , -72, 
---, 0, 0, 16:4e:3d:c6:ba:40, , -99, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
19/07/2026 18:57:32, -15826291, -47987303, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -76, 
19/07/2026 18:57:32, -15826291, -47987303, 40:d3:b9:dc:8e:13, , -94, 12
19/07/2026 18:57:32, -15826291, -47987303, d4:8d:7a:3e:84:c7, , -93, 
19/07/2026 18:57:33, -15826289, -47987300, da:e0:19:bb:99:c0, , -96, 
19/07/2026 18:57:36, -15826304, -47987285, 26:2a:80:00:4b:b9, , -90, 
19/07/2026 18:57:37, -15826304, -47987284, 5e:ad:a1:97:58:d6, , -99, 
19/07/2026 18:57:42, -15826342, -47987250, cd:57:9e:95:5d:dd, , -97, 
19/07/2026 18:57:46, -15826382, -47987223, 05:ba:43:50:cd:e4, , -96, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -80, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -91, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -74, 12
---, 0, 0, e5:f6:ed:61:fb:31, , -73, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -78, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -86, 11
---, 0, 0, da:e0:19:bb:99:c0, , -95, 
19/07/2026 18:58:05, -15826401, -47987173, d4:8d:7a:3e:84:c7, , -82, 
19/07/2026 18:58:05, -15826401, -47987173, 6b:c8:69:77:98:83, , -93, 11
19/07/2026 18:58:06, -15826401, -47987172, 40:d3:b9:dc:8e:13, , -92, 12
19/07/2026 18:58:06, -15826401, -47987172, 05:ba:43:50:cd:e4, , -98, 
19/07/2026 18:58:10, -15826413, -47987166, cd:57:9e:95:5d:dd, , -100, 
19/07/2026 18:58:13, -15826417, -47987166, d7:c7:f3:8a:f0:c5, , -99, 
19/07/2026 18:58:21, -15826425, -47987162, 16:4e:3d:c6:ba:40, , -105, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -67, 12
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -80, 11
---, 0, 0, 40:d3:b9:dc:8e:13, , -96, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -87, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, d4:8d:7a:3e:84:c7, , -93, 
19/07/2026 18:58:37, -15826400, -47987159, e5:f6:ed:61:fb:31, , -93, 
19/07/2026 18:58:37, -15826400, -47987159, 25:83:71:42:80:60, , -100, 
19/07/2026 18:58:37, -15826400, -47987159, d7:c7:f3:8a:f0:c5, , -98, 
19/07/2026 18:58:38, -15826395, -47987158, cd:57:9e:95:5d:dd, , -92, 
19/07/2026 18:58:38, -15826395, -47987158, cb:28:15:79:72:90, Amazfit GTR 2, -97, 
19/07/2026 18:58:39, -15826398, -47987158, 05:ba:43:50:cd:e4, , -97, 
19/07/2026 18:58:39, -15826398, -47987158, da:e0:19:bb:99:c0, , -95, 
19/07/2026 18:58:54, -15826398, -47987153, 6b:c8:69:77:98:83, , -95, 11
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -88, 11
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -87, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -73, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -82, 12
---, 0, 0, d4:8d:7a:3e:84:c7, , -86, 
19/07/2026 18:59:10, -15826395, -47987150, e5:f6:ed:61:fb:31, , -81, 
19/07/2026 18:59:10, -15826395, -47987150, da:e0:19:bb:99:c0, , -95, 
19/07/2026 18:59:10, -15826395, -47987150, cb:28:15:79:72:90, Amazfit GTR 2, -98, 
19/07/2026 18:59:10, -15826395, -47987150, 40:d3:b9:dc:8e:13, , -95, 12
19/07/2026 18:59:11, -15826396, -47987146, 6b:c8:69:77:98:83, , -96, 11
19/07/2026 18:59:12, -15826398, -47987143, d7:c7:f3:8a:f0:c5, , -94, 
19/07/2026 18:59:12, -15826398, -47987143, cd:57:9e:95:5d:dd, , -95, 
19/07/2026 18:59:22, -15826420, -47987144, 05:ba:43:50:cd:e4, , -97, 
---, 0, 0, d4:8d:7a:3e:84:c7, , -89, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -74, 12
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -82, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -86, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -85, 11
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -97, 
---, 0, 0, e5:f6:ed:61:fb:31, , -74, 
---, 0, 0, d7:c7:f3:8a:f0:c5, , -96, 
19/07/2026 18:59:42, -15826374, -47987125, 40:d3:b9:dc:8e:13, , -93, 12
19/07/2026 18:59:43, -15826377, -47987125, 21:a0:05:34:f6:ba, , -95, 
19/07/2026 18:59:44, -15826379, -47987126, da:e0:19:bb:99:c0, , -94, 
19/07/2026 18:59:44, -15826379, -47987126, 25:83:71:42:80:60, , -101, 
19/07/2026 18:59:46, -15826377, -47987125, 6b:c8:69:77:98:83, , -97, 11
19/07/2026 18:59:54, -15826382, -47987135, cd:57:9e:95:5d:dd, , -102, 
19/07/2026 18:59:59, -15826364, -47987138, ce:b2:ea:98:28:0c, , -92, 
19/07/2026 19:00:02, -15826360, -47987152, f6:81:29:3d:bf:7b, , -93, 
19/07/2026 19:00:04, -15826367, -47987158, f3:6e:24:97:ef:21, , -98, 
19/07/2026 19:00:06, -15826375, -47987165, db:7b:40:21:c7:d9, , -90, 
19/07/2026 19:00:10, -15826387, -47987163, 7d:3e:a2:9c:98:1d, , -97, 12
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -90, 11
---, 0, 0, 43:1c:fd:d4:3c:ea, , -74, 12
---, 0, 0, db:7b:40:21:c7:d9, , -75, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -91, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -74, 
---, 0, 0, 6b:c8:69:77:98:83, , -95, 11
---, 0, 0, d7:c7:f3:8a:f0:c5, , -92, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
---, 0, 0, f6:81:29:3d:bf:7b, , -99, 
---, 0, 0, 21:a0:05:34:f6:ba, , -93, 
19/07/2026 19:00:15, -15826392, -47987177, f3:6e:24:97:ef:21, , -98, 
19/07/2026 19:00:17, -15826390, -47987178, 40:d3:b9:dc:8e:13, , -95, 12
19/07/2026 19:00:18, -15826389, -47987182, ce:b2:ea:98:28:0c, , -83, 
19/07/2026 19:00:29, -15826411, -47987181, 7d:3e:a2:9c:98:1d, , -97, 12
19/07/2026 19:00:39, -15826433, -47987217, c8:95:18:a7:16:83, , -95, 
---, 0, 0, 6b:c8:69:77:98:83, , -94, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -81, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -73, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -89, 12
---, 0, 0, f6:81:29:3d:bf:7b, , -94, 
19/07/2026 19:00:47, -15826435, -47987225, 7c:c5:bb:6b:ee:f7, , -92, 11
19/07/2026 19:00:47, -15826435, -47987225, db:7b:40:21:c7:d9, , -76, 
19/07/2026 19:00:47, -15826435, -47987225, ce:b2:ea:98:28:0c, , -82, 
19/07/2026 19:00:48, -15826435, -47987225, 21:a0:05:34:f6:ba, , -97, 
19/07/2026 19:00:50, -15826439, -47987233, cb:28:15:79:72:90, Amazfit GTR 2, -95, 
19/07/2026 19:00:50, -15826439, -47987233, 40:d3:b9:dc:8e:13, , -96, 12
19/07/2026 19:00:50, -15826439, -47987233, c8:95:18:a7:16:83, , -96, 
19/07/2026 19:00:55, -15826434, -47987230, 43:70:13:b1:08:81, , -70, 
19/07/2026 19:01:12, -15826440, -47987236, 25:83:71:42:80:60, , -97, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -79, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -83, 11
---, 0, 0, 43:1c:fd:d4:3c:ea, , -93, 12
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -71, 
19/07/2026 19:01:20, -15826394, -47987205, c8:95:18:a7:16:83, , -99, 
19/07/2026 19:01:20, -15826394, -47987205, cb:28:15:79:72:90, Amazfit GTR 2, -93, 
19/07/2026 19:01:20, -15826394, -47987205, f6:81:29:3d:bf:7b, , -96, 
19/07/2026 19:01:21, -15826384, -47987196, 25:83:71:42:80:60, , -98, 
19/07/2026 19:01:23, -15826377, -47987184, db:7b:40:21:c7:d9, , -92, 
19/07/2026 19:01:24, -15826374, -47987181, ce:b2:ea:98:28:0c, , -86, 
19/07/2026 19:01:29, -15826369, -47987192, 6b:c8:69:77:98:83, , -98, 11
19/07/2026 19:01:33, -15826389, -47987216, 21:a0:05:34:f6:ba, , -95, 
19/07/2026 19:01:34, -15826395, -47987222, 40:d3:b9:dc:8e:13, , -98, 12
19/07/2026 19:01:46, -15826470, -47987223, 7d:3e:a2:9c:98:1d, , -94, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -85, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -56, 12
---, 0, 0, 43:70:13:b1:08:81, , -64, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -91, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
19/07/2026 19:01:58, -15826492, -47987245, cb:28:15:79:72:90, Amazfit GTR 2, -94, 
19/07/2026 19:02:00, -15826487, -47987242, 21:a0:05:34:f6:ba, , -97, 
19/07/2026 19:02:00, -15826487, -47987242, db:7b:40:21:c7:d9, , -64, 
19/07/2026 19:02:00, -15826487, -47987242, c0:ba:db:a4:66:ff, , -94, 
19/07/2026 19:02:00, -15826487, -47987242, ce:b2:ea:98:28:0c, , -82, 
19/07/2026 19:02:00, -15826487, -47987242, f3:6e:24:97:ef:21, , -99, 
19/07/2026 19:02:00, -15826487, -47987242, 7d:3e:a2:9c:98:1d, , -97, 12
19/07/2026 19:02:02, -15826489, -47987241, 6b:c8:69:77:98:83, , -96, 11
19/07/2026 19:02:04, -15826491, -47987242, 25:83:71:42:80:60, , -101, 
19/07/2026 19:02:04, -15826491, -47987242, c8:95:18:a7:16:83, , -94, 
19/07/2026 19:02:15, -15826490, -47987265, f6:81:29:3d:bf:7b, , -96, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -91, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -96, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -83, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -62, 12
---, 0, 0, 43:70:13:b1:08:81, , -62, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
---, 0, 0, 7b:0a:cc:8e:eb:96, , -88, 11
---, 0, 0, f6:81:29:3d:bf:7b, , -90, 
19/07/2026 19:02:36, -15826534, -47987312, db:7b:40:21:c7:d9, , -64, 
19/07/2026 19:02:36, -15826534, -47987312, 21:a0:05:34:f6:ba, , -97, 
19/07/2026 19:02:36, -15826534, -47987312, ce:b2:ea:98:28:0c, , -86, 
19/07/2026 19:02:37, -15826533, -47987311, 25:83:71:42:80:60, , -95, 
19/07/2026 19:02:40, -15826549, -47987310, c0:ba:db:a4:66:ff, , -99, 
19/07/2026 19:02:47, -15826536, -47987294, 7d:3e:a2:9c:98:1d, , -96, 12
19/07/2026 19:02:53, -15826506, -47987264, 28:3d:80:19:f3:62, , -97, 
19/07/2026 19:02:58, -15826494, -47987249, 40:d3:b9:dc:8e:13, , -94, 12
19/07/2026 19:03:02, -15826482, -47987259, f3:6e:24:97:ef:21, , -89, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -79, 
---, 0, 0, 28:3d:80:19:f3:62, , -90, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, 21:a0:05:34:f6:ba, , -95, 
---, 0, 0, 7b:0a:cc:8e:eb:96, , -90, 11
---, 0, 0, 43:1c:fd:d4:3c:ea, , -59, 12
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -79, 11
---, 0, 0, ce:b2:ea:98:28:0c, , -88, 
19/07/2026 19:03:13, -15826445, -47987238, f6:81:29:3d:bf:7b, , -92, 
19/07/2026 19:03:13, -15826445, -47987238, db:7b:40:21:c7:d9, , -58, 
19/07/2026 19:03:14, -15826441, -47987239, f3:6e:24:97:ef:21, , -96, 
19/07/2026 19:03:14, -15826441, -47987239, 7d:3e:a2:9c:98:1d, , -99, 12
19/07/2026 19:03:19, -15826410, -47987234, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
19/07/2026 19:03:24, -15826423, -47987240, c0:ba:db:a4:66:ff, , -94, 
19/07/2026 19:03:35, -15826440, -47987196, 7e:6a:95:b1:e5:eb, , -82, 
19/07/2026 19:03:41, -15826451, -47987191, 63:85:41:e4:62:cd, , -88, 11
---, 0, 0, 63:85:41:e4:62:cd, , -83, 11
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -83, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -76, 12
---, 0, 0, c8:95:18:a7:16:83, , -92, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -79, 
19/07/2026 19:03:51, -15826457, -47987188, ce:b2:ea:98:28:0c, , -73, 
19/07/2026 19:03:51, -15826457, -47987188, db:7b:40:21:c7:d9, , -77, 
19/07/2026 19:03:51, -15826457, -47987188, 21:a0:05:34:f6:ba, , -93, 
19/07/2026 19:03:52, -15826458, -47987191, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
19/07/2026 19:03:54, -15826465, -47987190, f3:6e:24:97:ef:21, , -96, 
19/07/2026 19:04:05, -15826452, -47987210, 7d:3e:a2:9c:98:1d, , -101, 12
19/07/2026 19:04:12, -15826445, -47987211, c0:ba:db:a4:66:ff, , -104, 
19/07/2026 19:04:13, -15826444, -47987210, 41:83:a9:e0:5e:f0, , -79, 12
19/07/2026 19:04:18, -15826435, -47987201, 28:3d:80:19:f3:62, , -97, 
19/07/2026 23:51:44, -15826312, -47987103, 69:15:f2:0f:64:cb, , -82, 12
19/07/2026 23:51:44, -15826312, -47987103, 04:e4:b6:fc:42:ca, , -94, 
19/07/2026 23:51:44, -15826312, -47987103, fd:9f:ed:e6:90:3a, , -84, 
19/07/2026 23:51:46, -15826307, -47987102, 30:a7:3a:84:81:76, , -96, 
19/07/2026 23:51:46, -15826307, -47987102, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -86, 
19/07/2026 23:51:48, -15826303, -47987102, 29:ec:55:7e:81:40, , -99, 
19/07/2026 23:51:52, -15826294, -47987103, ff:de:46:94:de:66, , -97, 
19/07/2026 23:51:57, -15826284, -47987103, 48:4b:32:58:3c:92, , -96, 19
19/07/2026 23:51:59, -15826281, -47987103, e2:5c:30:68:2c:ba, , -98, 
19/07/2026 23:51:59, -15826281, -47987103, 6f:22:19:7a:7d:fd, , -94, 14
19/07/2026 23:52:04, -15826275, -47987104, 44:8b:4a:4b:a9:1c, , -95, 0
19/07/2026 23:52:06, -15826273, -47987104, db:61:97:df:8f:72, , -92, 
19/07/2026 23:52:06, -15826273, -47987104, 5b:9b:12:9c:d8:60, , -90, 12
19/07/2026 23:52:08, -15826272, -47987105, f5:6c:04:5f:9b:bb, , -92, 
19/07/2026 23:52:11, -15826271, -47987106, 76:20:f4:dc:5e:c7, , -96, 0
19/07/2026 23:52:12, -15826271, -47987107, c2:b1:f1:70:b4:b0, , -90, 
19/07/2026 23:52:14, -15826271, -47987107, db:75:6b:4f:69:49, , -90, 
19/07/2026 23:53:05, -15826279, -47987101, 4e:1a:dc:82:dd:f6, , -96, 12
19/07/2026 23:54:01, -15826315, -47987095, cd:41:90:e1:4a:6b, , -103, 
19/07/2026 23:54:12, -15826309, -47987098, fe:68:26:f0:ba:9d, , -99, 
19/07/2026 23:54:16, -15826308, -47987097, fc:3a:12:17:dd:06, , -94, 
19/07/2026 23:55:18, -15826362, -47987142, ea:62:66:0e:b9:ed, CAR APP, -91, 
20/07/2026 00:06:37, -15826343, -47987126, c0:20:d7:07:06:c0, , -95, 
20/07/2026 00:06:37, -15826343, -47987126, 2c:f0:7f:9c:5f:78, , -104, 
20/07/2026 00:06:38, -15826344, -47987129, 0f:02:e6:5c:80:01, , -100, 
20/07/2026 00:11:50, -15826318, -47987114, cb:2c:21:3c:5d:7d, , -100, 
20/07/2026 00:16:59, -15826317, -47987117, 60:b1:8b:56:f7:ea, , -95, 12
20/07/2026 00:17:03, -15826313, -47987114, 12:1c:e1:f8:bd:f9, , -99, 
20/07/2026 00:22:11, -15826351, -47987105, c0:e8:72:7a:3b:d0, , -77, 
20/07/2026 00:22:13, -15826350, -47987106, 4d:8c:14:11:2f:d1, , -97, 11
20/07/2026 00:27:22, -15826304, -47987132, f1:aa:37:1d:6c:60, BYD BLE3, -86, 
20/07/2026 00:27:22, -15826304, -47987132, 68:3d:c5:fd:07:6d, , -92, 11
20/07/2026 00:27:27, -15826303, -47987135, d5:a6:af:b3:bc:91, , -95, 
20/07/2026 00:32:35, -15826336, -47987098, f6:28:59:ad:de:5f, , -97, 
20/07/2026 00:32:35, -15826336, -47987098, ea:e6:6c:ee:96:31, , -73, 
20/07/2026 00:32:38, -15826334, -47987100, 63:e9:93:88:2f:bc, , -89, 12
20/07/2026 00:37:46, -15826305, -47987070, 73:77:9c:ef:8a:3a, , -69, 12
20/07/2026 00:37:46, -15826305, -47987070, 30:75:cf:33:33:88, , -91, 
20/07/2026 00:47:33, -15826286, -47987075, e9:fe:50:14:d9:87, , -102, 
20/07/2026 00:47:37, -15826287, -47987072, 41:42:00:00:00:a6, , -99, 
20/07/2026 00:58:02, -15826334, -47987102, 6b:6d:a9:51:ab:fc, , -75, 12
20/07/2026 00:58:03, -15826333, -47987102, e6:2f:aa:97:49:48, , -75, 
20/07/2026 01:03:15, -15826280, -47987139, 6f:0d:53:9d:ed:42, , -91, 11
20/07/2026 01:03:16, -15826280, -47987139, f1:00:0c:df:15:d2, , -75, 
20/07/2026 01:03:17, -15826279, -47987138, 05:86:4d:fa:b0:fc, , -96, 
20/07/2026 01:03:18, -15826281, -47987138, c1:8b:fd:2b:06:60, , -97, 
20/07/2026 01:03:19, -15826284, -47987139, 29:06:b2:04:eb:ad, , -98, 
20/07/2026 01:13:42, -15826263, -47987084, fe:cb:db:bb:a4:18, , -97, 
20/07/2026 01:18:51, -15826302, -47987156, 59:c8:49:f0:f1:b4, , -75, 12
20/07/2026 01:18:52, -15826301, -47987157, ef:42:63:ba:59:cf, , -77, 
20/07/2026 01:24:07, -15826301, -47987123, 30:b5:0e:1a:a1:42, , -99, 
20/07/2026 01:24:07, -15826301, -47987123, 4d:13:33:be:a7:e7, , -92, 12
20/07/2026 01:24:07, -15826301, -47987123, 13:d6:d4:f5:c2:eb, , -98, 
20/07/2026 01:29:15, -15826305, -47987127, c3:13:cd:ce:fe:62, , -102, 
20/07/2026 01:34:27, -15826195, -47987068, d6:f1:11:e8:e1:5f, , -77, 
20/07/2026 01:39:39, -15826262, -47987137, cc:a2:87:9a:83:5f, , -96, 
20/07/2026 01:39:39, -15826262, -47987137, 78:96:9c:11:23:6a, , -84, 12
20/07/2026 01:39:41, -15826256, -47987132, c1:c4:2c:7e:26:12, , -92, 
20/07/2026 01:44:55, -15826318, -47987139, db:fe:c5:95:2f:0c, , -90, 
20/07/2026 01:50:05, -15826329, -47987146, fe:20:89:0e:98:d5, , -94, 
20/07/2026 01:50:06, -15826330, -47987147, ef:af:fb:fc:4a:8d, , -90, 
20/07/2026 02:10:58, -15826338, -47987145, c2:e8:e6:ae:74:c9, , -93, 
20/07/2026 02:16:06, -15826297, -47987146, 4c:ad:1e:16:cd:50, , -81, 12
20/07/2026 02:16:06, -15826297, -47987146, ff:90:60:fe:07:25, , -71, 
20/07/2026 02:16:07, -15826295, -47987145, 5a:e2:f0:04:ac:72, , -94, 7
20/07/2026 02:16:09, -15826294, -47987144, c1:cd:0d:89:3a:f7, , -95, 
20/07/2026 02:21:18, -15826303, -47987127, c6:89:34:f4:6d:c1, , -81, 
20/07/2026 02:26:32, -15826323, -47987103, d2:74:87:cc:e9:a9, , -89, 
20/07/2026 02:31:43, -15826291, -47987101, e4:a7:59:ee:06:cc, , -98, 
20/07/2026 02:42:08, -15826341, -47987110, 40:a3:86:4c:83:1b, , -74, 12
20/07/2026 02:42:08, -15826341, -47987110, c5:4b:50:69:92:82, , -87, 
20/07/2026 02:47:20, -15826288, -47987120, 79:22:bc:17:ba:d7, , -85, 
20/07/2026 02:47:21, -15826289, -47987122, 6f:14:62:f8:8f:ef, , -88, 
20/07/2026 02:47:21, -15826289, -47987122, f8:23:68:89:b2:6d, , -87, 
20/07/2026 02:47:23, -15826289, -47987123, f9:39:6c:07:22:dd, , -93, 
20/07/2026 02:52:34, -15826247, -47987091, c7:88:08:1e:79:44, , -97, 
20/07/2026 02:57:45, -15826321, -47987135, d1:e3:58:a7:4e:30, , -96, 
20/07/2026 03:02:57, -15826341, -47987046, c4:40:e2:a7:4d:e2, , -80, 
20/07/2026 03:03:00, -15826341, -47987048, ec:e6:89:6a:70:21, , -92, 
20/07/2026 03:08:09, -15826293, -47987118, 56:89:02:ec:69:1f, , -88, 12
20/07/2026 03:08:09, -15826293, -47987118, d5:6b:4e:5c:15:9c, , -75, 
